,image,scene,0,1,6,7,11,12,13,14,15,17,18,sum
30766,0000005546.png,/2013_05_28_drive_0009_sync,1,1,0,1,0,0,1,0,0,0,0,4
30767,0000005547.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30768,0000005547.png,/2013_05_28_drive_0005_sync,1,1,0,0,0,0,1,0,0,0,0,3
30769,0000005547.png,/2013_05_28_drive_0009_sync,1,1,0,1,0,0,1,0,0,0,0,4
30770,0000005548.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30772,0000005548.png,/2013_05_28_drive_0009_sync,1,1,0,1,0,0,1,0,0,0,0,4
30773,0000005549.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30774,0000005549.png,/2013_05_28_drive_0005_sync,1,1,0,0,0,0,1,0,0,0,0,3
30775,0000005549.png,/2013_05_28_drive_0009_sync,1,1,0,1,0,0,1,0,0,0,0,4
30776,0000005550.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30777,0000005550.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
30778,0000005550.png,/2013_05_28_drive_0009_sync,1,1,0,1,0,0,1,0,0,0,0,4
30779,0000005551.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30780,0000005551.png,/2013_05_28_drive_0005_sync,1,1,0,0,0,0,1,0,0,0,0,3
30781,0000005551.png,/2013_05_28_drive_0009_sync,1,1,0,1,0,0,1,0,0,0,0,4
30782,0000005552.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30783,0000005552.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
30784,0000005552.png,/2013_05_28_drive_0009_sync,1,1,0,1,0,0,1,0,0,0,0,4
30785,0000005553.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30786,0000005553.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
30787,0000005553.png,/2013_05_28_drive_0009_sync,1,1,0,1,0,0,1,0,0,0,0,4
30788,0000005554.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30789,0000005554.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
30790,0000005554.png,/2013_05_28_drive_0009_sync,1,1,0,1,0,0,1,0,0,0,0,4
30791,0000005555.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30792,0000005555.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
30793,0000005555.png,/2013_05_28_drive_0009_sync,1,1,0,1,0,0,1,0,0,0,0,4
30794,0000005556.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30795,0000005556.png,/2013_05_28_drive_0004_sync,1,1,1,1,1,0,1,0,0,0,0,6
30796,0000005556.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
30797,0000005556.png,/2013_05_28_drive_0009_sync,1,1,0,1,0,0,1,0,0,0,0,4
30798,0000005557.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30799,0000005557.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
30800,0000005557.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
30801,0000005558.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30802,0000005558.png,/2013_05_28_drive_0004_sync,1,1,0,1,0,0,1,0,0,0,0,4
30803,0000005558.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
30804,0000005558.png,/2013_05_28_drive_0009_sync,1,1,0,1,0,0,1,0,0,0,0,4
30805,0000005559.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30806,0000005559.png,/2013_05_28_drive_0004_sync,1,1,0,1,1,0,1,0,0,0,0,5
30807,0000005559.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
30808,0000005559.png,/2013_05_28_drive_0009_sync,1,1,0,1,0,0,1,0,0,0,0,4
30809,0000005560.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30810,0000005560.png,/2013_05_28_drive_0004_sync,1,1,1,1,0,0,1,0,0,0,0,5
30811,0000005560.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
30812,0000005560.png,/2013_05_28_drive_0009_sync,1,1,0,1,0,0,1,0,0,0,0,4
30813,0000005561.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30814,0000005561.png,/2013_05_28_drive_0004_sync,1,1,1,1,1,0,1,0,0,0,0,6
30815,0000005561.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
30816,0000005561.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
30817,0000005562.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30818,0000005562.png,/2013_05_28_drive_0004_sync,1,1,1,1,0,0,1,0,0,0,0,5
30819,0000005562.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
30820,0000005562.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
30821,0000005563.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30822,0000005563.png,/2013_05_28_drive_0004_sync,1,1,0,1,0,0,1,0,0,0,0,4
30823,0000005563.png,/2013_05_28_drive_0005_sync,1,1,0,0,0,0,1,0,0,0,0,3
30824,0000005563.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
30825,0000005564.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30826,0000005564.png,/2013_05_28_drive_0004_sync,1,1,1,1,0,0,1,0,0,0,0,5
30827,0000005564.png,/2013_05_28_drive_0005_sync,1,1,0,0,0,0,1,0,0,0,0,3
30828,0000005564.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
30829,0000005565.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30830,0000005565.png,/2013_05_28_drive_0004_sync,1,1,1,1,0,0,1,0,0,0,0,5
30831,0000005565.png,/2013_05_28_drive_0005_sync,1,1,0,0,0,0,1,0,0,0,0,3
30832,0000005565.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
30833,0000005566.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30834,0000005566.png,/2013_05_28_drive_0004_sync,1,1,0,1,0,0,1,0,0,0,0,4
30835,0000005566.png,/2013_05_28_drive_0005_sync,1,1,0,0,0,0,1,0,0,0,0,3
30836,0000005566.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
30837,0000005567.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30838,0000005567.png,/2013_05_28_drive_0004_sync,1,1,0,1,0,0,1,0,0,0,0,4
30839,0000005567.png,/2013_05_28_drive_0005_sync,1,1,0,0,0,0,1,0,0,0,0,3
30840,0000005567.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
30841,0000005568.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30842,0000005568.png,/2013_05_28_drive_0004_sync,1,1,0,1,0,0,1,0,0,0,0,4
30843,0000005568.png,/2013_05_28_drive_0005_sync,1,1,0,0,0,0,1,0,0,0,0,3
30844,0000005568.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
30845,0000005569.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30846,0000005569.png,/2013_05_28_drive_0004_sync,1,1,0,1,0,0,1,0,0,0,0,4
30847,0000005569.png,/2013_05_28_drive_0005_sync,1,1,0,0,0,0,1,0,0,0,0,3
30848,0000005569.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
30849,0000005570.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30850,0000005570.png,/2013_05_28_drive_0004_sync,1,1,0,1,0,0,1,0,0,0,0,4
30851,0000005570.png,/2013_05_28_drive_0005_sync,1,1,0,0,0,0,1,0,0,0,0,3
30852,0000005570.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
30853,0000005571.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30854,0000005571.png,/2013_05_28_drive_0004_sync,1,1,1,1,0,0,1,0,0,0,0,5
30855,0000005571.png,/2013_05_28_drive_0005_sync,1,1,0,0,0,0,1,0,0,0,0,3
30856,0000005571.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
30857,0000005572.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30858,0000005572.png,/2013_05_28_drive_0004_sync,1,1,0,1,0,0,1,0,0,0,0,4
30859,0000005572.png,/2013_05_28_drive_0005_sync,1,1,0,0,0,0,1,0,0,0,0,3
30860,0000005572.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
30861,0000005573.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30862,0000005573.png,/2013_05_28_drive_0004_sync,1,1,0,1,0,0,1,0,0,0,0,4
30863,0000005573.png,/2013_05_28_drive_0005_sync,1,1,0,0,0,0,1,0,0,0,0,3
30864,0000005573.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,1,4
30865,0000005574.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30866,0000005574.png,/2013_05_28_drive_0004_sync,1,1,0,1,0,0,1,0,0,0,0,4
30867,0000005574.png,/2013_05_28_drive_0005_sync,1,1,0,0,0,0,1,0,0,0,0,3
30868,0000005574.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
30869,0000005575.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30870,0000005575.png,/2013_05_28_drive_0004_sync,1,1,0,1,0,0,1,0,0,0,0,4
30871,0000005575.png,/2013_05_28_drive_0005_sync,1,1,0,0,0,0,1,0,0,0,0,3
30872,0000005575.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,1,4
30873,0000005576.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30874,0000005576.png,/2013_05_28_drive_0004_sync,1,1,0,1,0,0,1,0,0,0,0,4
30875,0000005576.png,/2013_05_28_drive_0005_sync,1,1,0,0,0,0,1,0,0,0,0,3
30876,0000005576.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,1,4
30877,0000005577.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30878,0000005577.png,/2013_05_28_drive_0004_sync,1,1,0,1,0,0,1,0,0,0,0,4
30879,0000005577.png,/2013_05_28_drive_0005_sync,1,1,0,0,0,0,1,0,0,0,0,3
30880,0000005577.png,/2013_05_28_drive_0006_sync,1,0,0,1,0,0,0,1,0,0,0,3
30881,0000005577.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,1,4
30882,0000005578.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30883,0000005578.png,/2013_05_28_drive_0004_sync,1,1,0,1,0,0,1,0,0,0,0,4
30884,0000005578.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
30885,0000005578.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,1,4
30886,0000005579.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30887,0000005579.png,/2013_05_28_drive_0004_sync,1,1,0,1,0,0,1,0,0,0,0,4
30888,0000005579.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
30889,0000005579.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,1,4
30890,0000005580.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30891,0000005580.png,/2013_05_28_drive_0004_sync,1,1,0,1,0,0,1,0,0,0,0,4
30892,0000005580.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
30893,0000005580.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,1,4
30894,0000005581.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30895,0000005581.png,/2013_05_28_drive_0004_sync,1,1,0,1,1,0,1,0,0,0,0,5
30896,0000005581.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
30897,0000005581.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,1,4
30898,0000005582.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30899,0000005582.png,/2013_05_28_drive_0004_sync,1,1,0,1,1,0,1,0,0,0,0,5
30900,0000005582.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
30901,0000005582.png,/2013_05_28_drive_0006_sync,1,0,0,0,0,0,0,1,0,0,0,2
30902,0000005582.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,1,4
30903,0000005583.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30904,0000005583.png,/2013_05_28_drive_0004_sync,1,1,0,1,1,0,1,0,0,0,0,5
30905,0000005583.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
30906,0000005583.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,1,4
30907,0000005584.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30908,0000005584.png,/2013_05_28_drive_0004_sync,1,1,0,1,1,0,1,0,0,0,0,5
30909,0000005584.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
30910,0000005584.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,1,4
30911,0000005585.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30912,0000005585.png,/2013_05_28_drive_0004_sync,1,1,0,1,0,0,1,0,0,0,0,4
30913,0000005585.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
30914,0000005585.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,1,4
30915,0000005586.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30916,0000005586.png,/2013_05_28_drive_0004_sync,1,1,0,1,1,0,1,0,0,0,0,5
30917,0000005586.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
30918,0000005586.png,/2013_05_28_drive_0006_sync,1,0,0,0,0,0,0,1,0,0,0,2
30919,0000005586.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,1,4
30920,0000005587.png,/2013_05_28_drive_0004_sync,1,1,0,1,1,0,1,0,0,0,0,5
30921,0000005587.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
30922,0000005587.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,1,4
30923,0000005588.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30924,0000005588.png,/2013_05_28_drive_0004_sync,1,1,0,1,1,0,1,0,0,0,0,5
30925,0000005588.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
30926,0000005588.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
30927,0000005589.png,/2013_05_28_drive_0004_sync,1,1,0,1,0,0,1,1,0,0,0,5
30928,0000005589.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
30929,0000005589.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
30930,0000005590.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30931,0000005590.png,/2013_05_28_drive_0004_sync,1,1,0,1,1,0,1,1,0,0,0,6
30932,0000005590.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
30933,0000005590.png,/2013_05_28_drive_0006_sync,1,0,0,0,0,0,0,1,0,0,0,2
30934,0000005590.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
30935,0000005591.png,/2013_05_28_drive_0004_sync,1,1,0,1,1,0,1,0,0,0,0,5
30936,0000005591.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
30937,0000005591.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
30938,0000005592.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30939,0000005592.png,/2013_05_28_drive_0004_sync,1,1,0,1,1,0,1,0,0,0,0,5
30940,0000005592.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
30941,0000005592.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
30942,0000005593.png,/2013_05_28_drive_0004_sync,1,1,0,1,1,0,1,0,0,0,0,5
30943,0000005593.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
30944,0000005593.png,/2013_05_28_drive_0006_sync,1,0,0,0,0,0,0,1,0,0,0,2
30945,0000005593.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
30946,0000005594.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30947,0000005594.png,/2013_05_28_drive_0004_sync,1,1,0,1,1,0,1,1,0,0,0,6
30948,0000005594.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
30949,0000005594.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
30950,0000005595.png,/2013_05_28_drive_0004_sync,1,1,0,1,1,0,1,1,0,0,0,6
30951,0000005595.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
30952,0000005595.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
30953,0000005596.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30954,0000005596.png,/2013_05_28_drive_0004_sync,1,1,0,1,1,0,1,1,0,0,0,6
30955,0000005596.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
30956,0000005596.png,/2013_05_28_drive_0006_sync,1,0,0,0,0,0,0,1,0,0,0,2
30957,0000005596.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
30958,0000005597.png,/2013_05_28_drive_0004_sync,1,1,0,1,1,0,1,1,0,0,0,6
30959,0000005597.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
30960,0000005597.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
30961,0000005598.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30962,0000005598.png,/2013_05_28_drive_0004_sync,1,1,0,1,1,0,1,1,0,0,0,6
30963,0000005598.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
30964,0000005598.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
30965,0000005599.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30966,0000005599.png,/2013_05_28_drive_0004_sync,1,1,0,1,1,0,1,1,0,0,0,6
30967,0000005599.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
30968,0000005599.png,/2013_05_28_drive_0006_sync,1,0,0,0,0,0,0,1,0,0,0,2
30969,0000005599.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
30970,0000005600.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30971,0000005600.png,/2013_05_28_drive_0004_sync,1,1,0,1,1,0,1,1,0,0,0,6
30972,0000005600.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
30973,0000005600.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
30974,0000005601.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30975,0000005601.png,/2013_05_28_drive_0004_sync,1,1,0,1,1,0,1,0,0,0,0,5
30976,0000005601.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
30977,0000005601.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
30978,0000005602.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30979,0000005602.png,/2013_05_28_drive_0004_sync,1,1,0,1,1,0,1,1,0,0,0,6
30980,0000005602.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
30981,0000005602.png,/2013_05_28_drive_0006_sync,1,0,0,0,0,0,0,1,0,0,0,2
30982,0000005602.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
30983,0000005603.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30984,0000005603.png,/2013_05_28_drive_0004_sync,1,1,0,1,1,0,1,1,0,0,0,6
30985,0000005603.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
30986,0000005603.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
30987,0000005604.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30988,0000005604.png,/2013_05_28_drive_0004_sync,1,1,0,1,1,0,1,1,0,0,0,6
30989,0000005604.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
30990,0000005604.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
30991,0000005605.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30992,0000005605.png,/2013_05_28_drive_0004_sync,1,1,0,1,1,0,1,1,0,0,0,6
30993,0000005605.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
30994,0000005605.png,/2013_05_28_drive_0006_sync,1,0,0,0,0,0,0,1,0,0,0,2
30995,0000005605.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
30996,0000005606.png,/2013_05_28_drive_0002_sync,1,1,0,0,0,0,1,0,0,0,0,3
30997,0000005606.png,/2013_05_28_drive_0004_sync,1,1,0,1,1,0,1,1,0,0,0,6
30998,0000005606.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
30999,0000005606.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
31001,0000005607.png,/2013_05_28_drive_0004_sync,1,1,0,1,1,0,1,1,0,0,0,6
31002,0000005607.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
31003,0000005607.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
31005,0000005608.png,/2013_05_28_drive_0004_sync,1,1,0,1,1,0,1,1,0,0,0,6
31006,0000005608.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
31007,0000005608.png,/2013_05_28_drive_0006_sync,1,0,0,0,0,0,0,1,0,0,0,2
31008,0000005608.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
31009,0000005609.png,/2013_05_28_drive_0004_sync,1,1,0,1,1,0,1,1,0,0,0,6
31010,0000005609.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
31011,0000005609.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
31013,0000005610.png,/2013_05_28_drive_0004_sync,1,1,0,1,1,0,1,1,0,0,0,6
31014,0000005610.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
31015,0000005610.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
31016,0000005611.png,/2013_05_28_drive_0004_sync,1,1,0,1,1,0,1,1,0,0,0,6
31017,0000005611.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
31018,0000005611.png,/2013_05_28_drive_0006_sync,1,0,0,0,0,0,0,1,0,0,0,2
31019,0000005611.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
31021,0000005612.png,/2013_05_28_drive_0004_sync,1,1,0,1,1,0,1,1,0,0,0,6
31022,0000005612.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
31023,0000005612.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
31024,0000005613.png,/2013_05_28_drive_0004_sync,1,1,0,1,1,0,1,1,0,0,0,6
31025,0000005613.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
31026,0000005613.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
31028,0000005614.png,/2013_05_28_drive_0004_sync,1,1,0,1,1,0,1,1,0,0,0,6
31029,0000005614.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
31030,0000005614.png,/2013_05_28_drive_0006_sync,1,0,0,0,0,0,0,1,0,0,0,2
31031,0000005614.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
31032,0000005615.png,/2013_05_28_drive_0004_sync,1,1,0,1,1,0,1,1,0,0,0,6
31033,0000005615.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
31034,0000005615.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
31036,0000005616.png,/2013_05_28_drive_0004_sync,1,1,0,1,1,0,1,1,0,0,0,6
31037,0000005616.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
31038,0000005616.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
31039,0000005617.png,/2013_05_28_drive_0004_sync,1,1,0,1,1,0,1,1,0,0,0,6
31040,0000005617.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
31041,0000005617.png,/2013_05_28_drive_0006_sync,1,0,0,0,0,0,0,1,0,0,0,2
31042,0000005617.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
31044,0000005618.png,/2013_05_28_drive_0004_sync,1,1,0,1,1,0,1,1,0,0,0,6
31045,0000005618.png,/2013_05_28_drive_0005_sync,1,1,0,0,0,0,1,0,0,0,0,3
31046,0000005618.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
